"The hotel Staff are very friendly, to name a few like Jeevan ji, Abdoul Sharooque, Sukhraj, Ashok all had extended necessary support as and when we had asked for  The buffet dinner and buffet breakfast have wider choices. Fantastic view of Kanchenjunga range from Dinning area, the resort is truly amazing..",Date of stay: November 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Very Good hotel to stay in Darjeeling. But the road to hotel is very small and you will get stuck in Traffic jam. Staff are polite and help people. Food in Restaurant is Very Good. They provide good amenities like, toiletries and accessible. Hotel is specious and easily accessible to tourist.",Date of stay: October 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
Excellent  property and staff support was excellent and food was good needs to improve menu overall neatness and vikram who was organising games in the evening was awesome . Room were spacious n clean. Front desk was supportive n helpful.,Date of stay: October 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
The accommodation and food was great. The staff was very hospitable. Arun was very helpful in bringing us food and other essentials on time. The resort also arranged airport pickup for us. The rooms were also equipped with heaters and was very comfortable.,Date of stay: October 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"The hotel had a warm feel! There was a staff named Arun, He was really helpful! A nice man catering to all our needs whenever required... The rooms we stayed in had really good view of the mountains. One drawback was the food quality it was not that much upto the mark for the standard of sterling and the price they charge...",Date of stay: October 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
"I love the stay here, really enjoyed the weather n view from resort. And the food- it was too yum, everything we tried was tasty, super delicious soup Would to visit again  Plus its a perfect resort for couples, friends or family 🤩",Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Very professional hotel staff , one of the best property from sterling with eye catching view,if you want to celebrate any of your occasion with them they will make it more memorable specially I like to thank mr. Manoj kumar ji executive chef and roshan ji for their warm support. Thanks",Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
Amazing services and beautiful resort please stay at steerling resort if you want to see the best view of Kanchenjunga and the hills view which can only seen by the steerling so it was a great experience thank you steerling,Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
VIJAY SINGH & KANCHAN SINGH FOUNDER OF EXTREME FITNESS ACHIEVERS STUDIO  We as group with our 65 group members stayed with sterling Darjeeling from 24 September to 26 September  This is very special moments for us as we organise this retreat for our valuable members & WITH A VERY SPECIAL FUNCTION OF MY 7 MONTH OLD DAUGHTER RICE CEREMONY ...   DAUGHTER NAME .. VIRAJITHA SINGH  Service and management of Sterling Darjeeling is simply amazing... 👉Food is tasty 👉Management is supportive 👉Quick response 👉Staff is obeying Housekeeping team is very fast  Everyone has a big smile on their face and that is a very special greetings for any guest...  Some special name I wish to mention 👉MR. RAJNEESH 👉MR. MAHESH 👉Mr. Avneesh 👉Mr. Sukhraj shukala  ( f & b manager ) 👉Mr. Kiran 👉Aasis…,Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"stay here 4 days, good amenities and hospitality. hotel staff are humble and easy to approachable.  we have organized business trip here, all the guest appreciated property  location. Kanchenjunga view from this hotel is ultimate.",Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
"Great place, good view and food. Surrounded by clouds and good view of Kanchenjunga. They decorated for birthday celebration well too. However, housekeeping and cleanliness is not up to mark, room cleaning was not done properly on any of the days.",Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
Wish we could spend more time at the property.. the weather was just beautiful… had clouds floating into our room from the balcony all day.. the staff was very courteous and helpful and made sure we had a comfortable stay.. great food and views from the restaurant.. keep it up,Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
Awesome place to stay..good location and staffs are very kind and helpful..food quality is good..rooms are neat and clean... resort maintenance was really very good..worth staying in Darjeeling sterling.,Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Excellent facilities and services. Also liked the room and food. I can compare my stay with any 5 star hotel. The whole property is so soothing and relaxing with amazing view and comfort. Good food, beautiful climate and warm welcome makes our journey memorable. Will definitely be coming back here on my next visit. 🥰",Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"I visited the Sterling Darjeeling resort from 11th September to 16th September. Overall it was a nice and relaxing experience.  Service was good, food was good as well and staff were courteous.  Things which this place can improve are, Maintenance of the facility, Infrastructure is not maintained properly, damaged and there were damps all over the place.",Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
It's my family visit to Darjeeling. I generally visit every year but my stay in Darjeeling was made memorable by this Hotel. I can say room service restaurant food everything is just top notch. I can compare my stay with any 4 or 5 star hotel. O specifically want to call out Pramod and Roshan of the restaurant there service was exceptional. Infact they went out of the way to help me get a baby food cooked for my 2 year old daughter and saw to that we could have a comfortable stay with out being worried about her food. I would say we were prepared with enough baby food all of a sudden she started getting cranky and told will not eat her regular food hence all the torture. These two men came to my rescue. Special thanks to Roshan and Pramod. I assure you I will not only come and…,Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
We stayed at Sterling Darjling in Sept first week. The resort is very nice specially due the excellent activities organised by its activity manager MR Bikram. He organised many party games followed by Tambola etc. Enjoyed a lot,Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Had a pleasant stay at Sterling Darjeeling. Smiling and happy to help staff especially Prabin Thami at restaurant and Kiran at activity center... Good food, beautiful climate and warm welcome makes your journey memorable...",Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
We had loadz of fun with mr. bikram who had conducted in-house activities at sterling. The whole property is so soothing and relaxing with amazing view and comfort! We had loadz of fun with mr. bikram who had conducted in-house activities at sterling. The whole property is so soothing and relaxing with amazing view and comfort! They conduct inhouse activities like housie and other mind games which was amazing and mr. Bikram was fantastic at it. The hospitality was good.,Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Our stay at Sterling Darjeeling for 3 days over the weekend was a very comfortable one. The hotel was very well maintained, staff were extremely polite. I was personally in touch, over phone, with an executive of the hotel Mr. Pemba Sherpa who provided me with whatever information I asked for and was extremely helpful in every way possible.   Overall a 5/5 experience for me and the team! Will definitely be coming back here on my next visit! 😄",Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
Njoyed very much Vikram made us enjoyed by playing different games like tambola I love to visit again and join again this my third visit to sterling resort I visited it after 10 years my friends also enjoyed a lot,Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
The location of the hotel is just perfect. You can view the beautiful kanchanjanga mountains from the top. Rooms were very clean and specially the food was very tasty. I would like to give 5 stars and staff was very cooperative and polite. Always helping for any issues.,Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"As my first visit at Darjeeling for my 2years old son birthday and I was extremely happy with the service that resort provided  during our stay there. The staff, Specially Mr. Parmod and Mr.Roshan was extremely helpful and they made my son's birthday memorable. Whatever we wanted they were ready to serve, even for my son. The location of the resort is also very convenient and the view was wonderful, Would definitely recommend this place...!!",Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"""I was extremely happy with the service that resort provided during our stay there. The staff, Specially Mr. Jiwan Pradhan was extremely helpful and made sure we were comfortable through out the trip. He went out of is way to make sure that my partner and I got whatever we wanted. The food was great, The location of the resort is also very convenient and the view was wonderful, Would definitely recommend this place...!!",Date of stay: September 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
"As my first visit at Darjeeling i was very aweful to see the views of A hill station, And when i moved in at Sterling Resort i was very happy to see the hospitality and caring nature of all the staffs and the guy at the front office who welcomed us Jiwan was very helpfull and caring, I would love to visit Darjeeling again and make a stay again at Sterling Resort.",Date of stay: May 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"It was my first visit at Darjeeling actually it's my first visit in a hill station and my friends told me that I should visit Sterling Resort and me and my wife planned for a trip to Darjeeling and we went to Sterling Resort and the location of the resort and area was loving and as we entered the guy at the front office, I think his name was Jiwan was very kind and he helped us for every thing. If I had to give a rating to the resort it would be more then 100..",Date of stay: July 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
Every thing was good and the guy at the front office Jiwan Pradhan i loved his hospitality and kindness every body there was helpfull and friendly. I loved the location of this resort as it was my first experience at Darjeeling.,Date of stay: July 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"A wonderful stay in Resort Sterling in Darjeeling for 3 nights for us two families which would be etched in our memories for ever this monsoon. The resort did all the arrangements possible to give us an awesome experience as families by arranging activities for our kids, dj and karaoke night for the adults as well as organising local sightseeing trips. A true destination hotel enjoyed thoroughly. Very efficient and warm management. Truly coming back soon👍",Date of stay: August 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
Nice property with great view. Very good spot to explore Darjeeling without the crowd. Food was nice and reasonably priced.  You can walk down to the Monastery just below. There are great activities on site which will keep you busy in the evening.,Date of stay: September 2020,"<span class=""ui_bubble_rating bubble_40""></span>"
"This resort is located at a hilltop in Ghum attached to old Ghum Monastery. Rooms are clean, cozy and the food is homely and delicious. The view from the hotel is very mesmerizing. If you love to enjoy your stay at a serene picturesque place away from the crowd then this resort is perfect for you.",Date of stay: August 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Very nice resorts at a great location. Staff of the resort is too hospitable, very soft and always ready to serve. Cleanliness is superb. Indoor facilities are commendable.   You will find very good quality of breakfast and also dinner. You will get any type of food on demand. The chief chef and others in the dining room are always at your service",Date of stay: August 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
The entire staff of the hotel is so friendly helping and polite. The food is beyond excellence. The view and the hygiene is commendable. The vast expanse of beauty that the hotel offers is just mesmerising.  Totally a recommendation if you visit Darjeeling.,Date of stay: August 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"It was pleasant stay. All the staffs were very caring and helpful. The food was really good especially Indian food and soups, at dining evertime Chef Manoj comes and ask about the food and prepare the food outside the menu as per the demand as well.  Loved the room, the environment and the beauty.",Date of stay: August 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
I have visited this place with the friends of mine the service was very good lovely weather nice staff Reception Staff extremely good over all it was nice and comfortable stay must visit please at resort it's kanchanja view point if you are lucky,Date of stay: August 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Excellent place to be nice experience homely food,perfect hospitality, Great location, really pleasant and clean rooms. All of the staff is incredibly helpful, stayed for 2 days and we enjoyed our stay.would visit again for sure...",Date of stay: August 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"The resort and room was not well maintained in terms of cleanliness. Spider webs all along. Maybe they are short staffed due to the pandemic but guess that cant be an excuse. If you looking for a stay just for relaxation then this is the right place as its too far away from the center. Only silver lining was the behavior of the staff in particular of Mr.  Prabin Thami, the Banquest Manager. He was all smiles and went the extra mile to fulfill all our needs including delivering our food personally to the room braving the rain. Kudos to him.",Date of stay: August 2021,"<span class=""ui_bubble_rating bubble_20""></span>"
"Went there for Honeymoon, beautiful hotel beautiful people, brilliant facilities. Hotel is bit far from Main town but you can have Kanchanjunga view from the room. Food is good but can be better. Lady staff at the breakfast area is absolutely awesome and helpful.",Date of stay: July 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Looking for Star hotel in Darjeeling, then don't have a second thought. STERLING DARJEELING is THE BEST. Situated in GHUM ( few kms before Darjeeling while starting from Siliguri). Adventure starts as u take the left from NH to ghum monastery road. Uphill road from entrance to the reception itself is thrilling experience ( don't try in your own car if you're not an experienced driver on hills).  At reception - warm welcome. Rooms - neat n sanitized. Restaurant - limited menu BUT if u feel like eating anything u can let them know in prior as the chef is kind enough to cook for ur taste buds.  Kanchenjunga view point ( place at the resort itself) - it's a play area for kids aswell as MINI TIGER HILL from where everyone can have a CLOSER view of the GOLDEN PEAK. U CAN sit for whole…",Date of stay: August 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Sterling Darjeeling is located away from commercial and crowded place in a residential area. I was highly disappointed when I was entering a narrow lane with congested houses and small shops within 500 meters of the resort. But it was completely different experience inside the resort. It is situated on the edge of a mountain with clear view of Kanchenjunga. Although looking at the entrance, it doesn't seem   that the resort is so big and spread across hill with well design rooms and apartments. Housekeeping was wonderful and room being cleaned and bedsheets & laundry replaced daily given that we went there in winters and mostly it was cloudy with little sunshine. The restaurant was circular with glass walls which gave amazing view of the mountains and valley. Since there were no…",Date of stay: December 2020,"<span class=""ui_bubble_rating bubble_40""></span>"
"Chef Manoj made sure to serve us amazing food,make sure not to contact anyone other than him for ordering food. Very well located but Not a well maintained property view from hotel should be nice from October-March Rooms are average like a 3 star property.",Date of stay: July 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
"Our family had a much needed Getaway in the hills, from the oppressive Mumbai Sumner heat.  Despite the various constraints due to the COVID-19 pandemic, Sterling Resorts, Darjeeling, gave excellent service.  We are thankful to Mr. Rajesh R -  GM and his team for their understanding, cooperation and personalised attention throughout our 4N/5D stay.  The location is excellent... on top of a hill, with full view of the Kunchanjunga.  The rooms are well furnished, well maintained and regularly serviced.  There are beautiful gardens with children's play equipment, open air gymnasium and several benches.  They also have an indoor gymnasium and Spa.  Highly recommended for a family holiday.",Date of stay: April 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
We had booked a twin apartment at Sterling resorts Ghoom for stay of 4adults and 2children in April 2021 and it was a wonderful experience.The location of the resort is unique and away from the congestion of Darjeeling .One can easily hire a car from the resort or take public transport to go to Darjeeling which is about 30 mins from here.The staff were very helpful and catered to all our needs . Though many choices were not available possibly due to the pandemic the food at the restaurant was also very good. In all a wonderful stay and would absolutely recommend however would suggest if the approach road could be improved and if a facility of pick up and drop to Darjeeling could be arranged at a cheaper option it would be great.,Date of stay: April 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
Nice resort I enjoyed playing in park and the hall was big and we loved going up and down in the lift with my brother and sister #I❤DARJ #I❤STERLING and I think the resort was upgraded so love strling,Date of stay: April 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Serenity fills the environment of this resort. No disturbance ,really liked the hospitality of the staff. Good infrastructure and good food as well. It a good resort to enjoy with your family and friends.",Date of stay: April 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"The crew was very Good... Specially Sukraj ji, Manoj ji, Ashish and others Amazing property with great and helping crew indeed. Very much satisfied with FNB Rooms were great the services were good Enjoyed",Date of stay: April 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
"It was a great pleasure to stay at Sterling Resorts at Darjeeling in March this year.  The resort is situated at ""Ghoom"" a top most place in Darjeeling with door and windows getting opened to the clouds. The Staff here are quiet cooperative and interactive. Special Thanks to Mr Rajesh and team for Supporting all the time. HIGHLY RECOMMENDED !",Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"We visited the resort during April - begining of summer. The views from the resort are breathtaking. If the weather gods are kind, you could get to see Kanchenjunga in all her beauty from the resort's view point. The food was amazing and they were kind enough to cook some dishes that were not a part of the menu on our request.  Very helpful and kind staff. They go out of their way to make you comfortable. The housekeeping staff are very professional and they heed to all your requests.",Date of stay: April 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
I was on a trip to darjeeling nad would like to thanks the entire staff of sterling darjiling. Amazing hospitality. I would like to mention Roshan at the bar  . He was amazing had great skill and made us feel at home  . Thanks for he lovely memories,Date of stay: April 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"It was perfect stay in Darjeeling, nice ambience, perfect location for leisure time,good food good staff and big thanks to Jiwan dai from Reception who had made my trip comfortable as i am solo traveller.",Date of stay: April 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"It was a really fun evening with my family at Sterling Resort, Darjeeling. Special mention to Bikram for the evening activities. He was amazing and really involved all of my family. Hope you all get to experience the same.",Date of stay: April 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Sterling Darjeeling really good experiance,all staffs are highly cooperative, excellent ambiance. Food quality is good. Must visited place with family & friends.The weather of Darjeeling was excellent during April June.",Date of stay: April 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
"We visited in April, thinking that Sterling group is really good , but it was really a very bad experience. We had senior citizen with us and they offered a room where one need to travel about 150 staircase to reach the room. Later on request they changed the room to villa near their reception but that also had one bathroom at ground floor and other on first floor . The quality of food was also really bad with not much choices for dinner. It was like we were staying in a hotel near station. We had booking for 2 days but we cancelled for second day and moved to other hotel. It needs a lot of improvement .",Date of stay: April 2021,"<span class=""ui_bubble_rating bubble_10""></span>"
Superb game planner. . They always plan different activities for guests..Enjoyed alot..Sterling staff is very cooperative. The place is excellent. Food is good. Weather is beautiful.. Overall it's a great place with great people,Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Staff behavior is excellent.. Rooms are good ... Really satisfied with the services  Number of items in breakfast may be increased Daily game by one Competent staff really mesmerized us In Covid times, hotel is maintaining all protocols..",Date of stay: April 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"What a stunning and awesome view from the balcony of Room no 1215 of Sterling Resort Darjeeling. It's one of the best property to stay in Darjeeling with Kanchenjunga range visible from the Resort itself. The property is close to famous Ghum Monastery, a major Tourist attraction. It's being run by a Very good team led by Rajesh and Head chef Manoj. Food is awesome and 270°  view from Restaurant is breathtaking. We celebrated our daughter Birthday here and Chef Manoj was gracious to provide us with a beautiful Chocolate Cake. Don't miss out on Masala Dosa by Sanjeev in breakfast!",Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"This resort is located at highest point in Ghum around 8 kms from Darjeeling. The views are great from this hotel.There is a lawn in the resort from where you can enjoy view including the view of Kanchenjunga if the weather is clear.The resort organises activities in evening and its good fun. The hospitality is top notch. As its located at very high point , its difficult to get local taxi nearby.You have to depend on your cab or the cab booked by the resort.",Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
It's a beautiful property. We have stayed in privilege suit. Outstanding room! We had a very nice and comfortable stay at Sterling Darjeeling. Services are very good with helpful staffs. We are very much impressed with your housekeeping staff Birsika. She did a wonderful job.,Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
Pramod the waiter was so helpful and the chef arranged everything that was possible.   Manoj the chef gave us the amazing food . Dj and born fire was also good  Rajesh also helped us arranging the car for local market  Over all we enjoyed everything,Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
Cons :   1. The property is in desperate need of repairs and paint. It’s not at all maintained. Rooms have ugly marks all over. The sofa in our rooms was dirty and looked like hasn’t been vacuumed in years. The cushions on our bed had water mark stains and the bedsheet looked like it hasn’t been replaced or cleaned after the previous guest’s checkout.   2. The property is a bit isolated and hence one cannot think to step out to the local markets or places at night without a car.  3. The garden area or the Kanchenjunga view point was not cleaned at all. There were litter all over.   4. The room I had booked initially was the classic room and the description said about having a great view. However there was no view and the room was in dire state of major maintenance. Had to pay…,Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_30""></span>"
"It was perfect stay in Sterling Darjeeling, nice ambience, perfect location for leisure time...  Lot of fun activities like party gaming at sterling...sterling staff was humble and polite. Good job and keep it up.",Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
We had a great time and in no time our twin boys were best friends to Bikram- he was amazing to engage all of us with multiple activities and Karaoke night . Thanks Bikram for bringing smiles to the lives and doing it all with cheers n smiles..you were awesome to make our experience a memorable one !!,Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"It was a very pleasant stay...Very polite and helpful staff, perfect resort with a great view and different types of activities to enjoy with family.... excellent service...Enjoyed alot. Special Thanks to Rajesh and Chef Manoj.",Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
It was a good stay. The location and maintenance of the hotel was good and pleasant. The service members were good and prompt. Great staff and front desk was polite and good. Would definitely visit again and recommend it to others also.,Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
"Very good stay. Food was also very good, particularly breakfast. Live Dosas by Chef Sanjeev and service of Ms. Suneeta in the Restaurant was excellent. Good place for peaceful stay and relaxation. Breakfast was followed by an Excellent Dinner and super table service by Pramod made it all the more tastier. Food was by far one of the Best vegetarian food I had during my stay. Entire staff in the resort are very courteous and ready to serve in best possible manner.",Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"All you take from here is some good memories.  Just a small glitch at checkin our washrooms were smelly but that was rectified soon within a few minutes, after which we had a good time (4 on 5 because there is always a chance for improvement)  The Staff is polite and helpful, place is awesome and overall we had a great time staying here.  Restaurant and bar is good and reasonably priced.  I suggest Don't opt for any other stay if you have a comparable budget for your stay this place is mesmerizing...",Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
"One of the best property of Sterling i would state is in Darjelling. It is located in Ghoom and is further above in the Hills. The location is no doubt the best, but the room size and other facilities is also excellent. they have recreation rooms and the care taker of the recreation room made us play few fun filled games including Tambola. Food is excellent and i would recommend this hotel to every visitor in Darjelling.",Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"The property is full of amenities as well as breath taking view points. Located far from the crowd and noise of Darjeeling.  Being a sterling member, I got my reservation done easily and at an affordable cost. Mr Jeevan from front desk was kind enough to reserve a valley view cottage for us, a week in advance.  I had last visited here 18 years ago, with my parents. So obviously the entire stay was very nostalgic as well.  Since I am a pilot, I spend half of my life in hotels all over Asia. And I have had layovers in almost all major hotels in numerous cities throughout Asia.  There was not one negative thing about Sterling Darjeeling. The entire staff from various departments were very kind and hospitable.",Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"I was traveling solo and Sterling made me feel at home with a very cooperative behaviour and friendly atmosphere. The view at the hotel is amazing and has a play are for kids, gym, restaurant etc..it's all under one roof. Had a nice stay. Thank you Sterling",Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Rooms and amenities : International Standards F&B : Prabin Thami, Pramod Prasad and Chef Sanjeev are excellent and very courteous Reception and concierge: Very helpful Maintenance Team : very supportive Housekeeping : Excellent Property : well maintained and equipped with all facilities e.g. Kids play area, Indoor holiday activities etc.",Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
Nice ambience. Just woww. Staff is also very good. Environment was also very good. .Food was awesome. The decorum of the resort was splendid including room decorations and candle light dinner was splendid.,Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
Cake was fresh good to taste. The decoration was lovely. The towel design was beautiful.The heart shape pillow was lovely.The balloon decoration was great.I also liked the flower decoration .Thank you so much.,Date of stay: February 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
"Great vacation, great ambiance, great service,staff,everything was PERFECT 😍  Especially the F&B section and special mention for sukraj (F&B Mgs), Roshan, Prabin & pramod.   Thanks you all for making my trip delicious.😋 Moreover, they were very helpful by making food to our taste.  Thank you Sterling , will definitely visit again.  Toral Kamdar",Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"So we stayed in Sterling Darjeeling for 2N 3D in the month of March..  We were lucky enough to get a very clear atmosphere during our stay at Darjeeling...  We stayed in their basic rooms - spacious enough to accommodate 2 people..  Most of their rooms offer a good valley view and they've got AC's in their rooms which works as a heater (a good thing to bear the cold weather of Darjeeling)  Very quick room service and staff is courteous enough to treat you well.  Restaurant has got both veg and non veg meal options.  In case of not so full occupation of property and your meal is included in your booking they offer an ala carte option for your meal, hence no need to worry about buffet system.  They've got an in-house Kanchenjunga View point inside their property, so if weather is…",Date of stay: March 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
We are sterling members who went to east holidays  for 7 days and struggled with food. We came to darjeeling sterling and their south Indian food was excellent and reminded us madurai. The Rajesh sir took care of us very well,Date of stay: February 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"This was our second visit to this hotel and the experience was great as usual. The best parts about the hotel are its location, amenities and hospitality. I would personally want to thank Rajesh Ji for making arrangements to send back my lost mobile phone to Kolkata, a gesture that I will never forget. The only drawback that I may point out is that food is very costly here.",Date of stay: November 2020,"<span class=""ui_bubble_rating bubble_50""></span>"
Beautiful resort with full of amenities. Very good hospitality n wonderful restaurant. You can recommend this place for a wonderful trip for full of joy n excellent holiday experience.   This trip will be memorable for long time.,Date of stay: February 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"This was our second visit to Sterling Darjeeling, perched atop a hill in Ghoom and offers almost a 360 degree panoramic view of the himalaya mountains including the Kanchenjunga from the restaurant and various viewpoints.   Coming to the hotel staffs . They are very professional, great to talk with, provide you quick and absolute guidance and very humble. In total the resort is just soulful for stay. Covid precautions were greatly followed. Foodies would surely enjoy this place, whether it is breakfast, lunch or dinner , and à la carte or buffet..   Without mentioning the hospitality and service, this review would remain incomplete. The people are like family and always helpful.  Would like to mention Executive Chef Mr. Manoj Dhiman, you and your team is fantastic. Sonam Sherpa…",Date of stay: February 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
